Cód. Parceiro;Qty;Prazo Cross Dock
4224azp;0;12
4224grlr;0;12
4224vmcz;0;12
4224vd;0;12
4220azptr;0;12
4220grlr;0;12
4220vd;0;12
4240az2t;0;12
4240azptr;0;12
4240grlr;0;12
4240vd;0;12
4241az2t;0;12
4241azptr;0;12
4241grlr;0;12
4241vd2t;0;12
4260ptrl;0;12
4260grlr;0;12
4260vd2t;0;12
BA612;1;2
BA613;0;10
BA614;0;10
BA615;0;10
BA619;1;2
BA620;0;10
BA621;1;2
BA622;1;2
BU10062;0;10
D302;1;2
D352;4;2
D810;1;2
F10249;0;10
F4421;0;10
F9295;2;2
RK018AZ;0;10
SS10025;1;2
SS30132;1;2
SS654;1;2
SS655;1;2
SS656;2;2
SS80163;0;10
SU14394;2;2
SU14524;2;2
UC014;0;10
UC114;0;10
UI111;2;2
UT113;1;2
WK001;0;10
WK003;1;2
WK021;1;2
WK022;0;10
WK024;1;2
WRZ941900;2;2
WTIX12895B;0;11
WTIX12249C;1;2
WRZ4202CZ;3;2
WTIX12224A;1;2
Z0077AAM;1;2
WRZ4014PK;1;2
371710;0;2
7898431496119;0;15
7898431494600;0;15
7898431494617;0;15
7898431494631;4;2
7898431492002;1;2
7898431493825;2;2
7898431493832;4;2
7898431494563;0;15
7898431494570;0;15
7898431494587;0;15
7898431494594;3;2
4134mrpp;0;12
4134mrp;0;12
4134mrm;0;12
4134mrg;0;12
4134mrgg;0;12
4134ptpp;0;12
4134ptp;0;12
4134ptm;0;12
4134ptg;0;12
4134ptgg;0;12
4134vdpp;0;12
4134vdp;0;12
4134vdm;0;12
4134vdg;0;12
4134vdgg;0;12
654665UNICA;0;10
9788539415939;1;2
9788562409301;0;2
F005;1;2
8065GV;0;8
155870UNICA;100;10
302950UNICA;100;10
304000UNICA;100;10
390300UNICA;46;10
390310UNICA;100;10
628020UNICA;71;10
700045AZUL;0;10
700650CINZAEVERMELHO;0;10
703002CINZAEVERDE;0;10
704131VERDE;0;10
740110UNICA;100;10
746140UNICA;100;10
750752UNICA;16;2
800097UNICA;26;10
803456UNICA;59;10
804150ROXO;23;10
804180ROXO;0;10
100773111547;0;15
101080121201;0;15
101080140112;0;15
101731141621;2;2
102000060001;0;15
110120014931;0;12
100130160011;0;20
100130160012;0;20
100510160008;0;20
9788524908361;1;2
9788537623336;0;2
9788575325339;0;2
9788575322963;3;2
FE0339;0;10
375595;0;12
375597;7;12
375618;0;12
375619;156;2
375686;0;12
375687;0;12
F10529;0;10
IXAP5078_61;0;30
8030VER;0;8
CL7215;0;10
1000086;0;6
7891437115091;449;10
7891437725146;476;10
7891437725153;504;2
7891437188545;329;10
7891437725429;417;10
7891437725443;301;10
7891437177433;4299;10
7891437525494;451;10
7891437719596;269;10
7891437719619;460;10
7899826715891;259;2
7899826715907;388;10
7899826728167;487;10
7899826728747;2319;10
7899826728686;1837;2
7899826728693;3357;2
7899826728709;3364;10
7899826728716;1946;10
7899826706806;67;10
7899826729874;0;10
7891437833087;0;10
7899826730030;53;10
7899826730054;83;10
7899826726057;74;10
7899826726064;71;10
7899826730078;70;10
7899826706998;120;10
7899826707025;54;10
7899826707315;57;10
7899826735011;1405;10
7899826735028;1180;10
7899826735042;1703;10
7899826735059;2374;10
7899826735066;1987;10
7899826735080;128;10
7899826735103;76;10
7899826735486;1873;10
7899826735493;4096;10
7899826735530;4774;10
7899826735547;4889;10
7899826735554;3056;10
7899826735561;3515;10
7899826735578;6983;10
7899826735585;6846;10
7899826735592;3820;10
7899826735929;1684;10
7899826735936;3220;10
7899826735943;3195;10
7899826735950;1889;10
7899826735721;141;10
7899826735745;107;10
7899826735844;491;10
7899826735851;1084;10
7899826735868;1170;10
7899826735875;102;10
7899826735769;56;10
7899826735820;0;10
7899826724978;1082;10
7899826724985;1285;10
7899826724992;1140;10
7899826725012;1159;2
7899826725029;2217;10
7899826725036;2117;10
7899826725043;178;10
7899826725159;108;10
7899826723179;78;10
7899826723186;585;10
7899826723193;788;10
7899826723209;284;10
7899826723254;435;10
7899826723261;1030;10
7899826723278;1146;10
7899826723285;482;10
7899826723216;753;10
7899826723223;1568;10
7899826723230;1620;10
7899826723247;734;2
7899826723537;387;10
7899826723544;842;10
7899826723551;982;10
7899826723568;325;10
7899826723612;308;10
7899826723629;724;10
7899826723636;791;10
7899826723643;206;10
7899826723582;160;10
7899826723599;253;10
7899826723940;68;2
7899826723957;182;10
7899826723902;182;10
7899826723919;274;10
7899826724695;1706;10
7899826724701;2552;10
7899826724718;2494;10
7899826724619;2170;10
7899826724626;3597;10
7899826724633;3280;10
7899826724640;716;10
7899826724657;913;10
7899826724664;1318;10
7899826724671;1402;10
7899826724787;368;10
7899826724794;441;10
7899826724800;320;10
7899826724749;322;2
7899826724756;436;10
7899826724763;308;10
7899826724893;1008;10
7899826724909;1515;10
7899826724916;1629;10
7899826724923;177;10
7899826724817;650;10
7899826724824;3283;10
7899826724831;3167;10
7899826724848;931;10
7899826724855;177;10
7899826724862;373;10
7899826724879;209;10
7899826724954;123;10
100197211614;0;15
100773121549;0;15
7898506464067;0;7
7898506464326;0;7
7898506464333;0;7
7898506464524;713;7
7898506464531;1225;7
7898506464586;0;7
7898506464616;0;7
7898506464890;0;7
7898506464937;0;7
7898506464951;0;7
7898506464975;0;7
7898506464982;0;7
7898506465033;0;7
7898506465064;0;7
7898506465071;0;7
7898506465095;0;7
7898506465118;0;7
7898506465125;0;7
7898506465187;0;7
7898506466436;0;7
7898506470235;0;7
7898506470518;0;7
7898506470556;0;7
7898506470907;0;7
7898506470914;0;7
7898506470945;0;7
7898506471164;0;7
7898506471188;0;7
7898506471195;0;7
7898506471737;6011;2
7898506471904;0;7
7898506471980;0;7
7898506472000;0;7
7898506472017;0;7
7898506472932;0;7
7898506476534;0;7
7898506476541;0;7
7899838803722;0;7
7899838803746;0;7
7899838803753;0;7
7899838803760;0;7
7899838803777;0;7
7899838803784;0;7
7899838803791;0;7
7899838803814;0;7
7899838803838;0;7
7899838803852;0;7
7899838803869;0;7
7899838803876;0;7
7899838803883;0;7
7899838803906;0;7
7899838803920;0;7
7899838803937;0;7
BR318;0;7
7899838803975;0;7
7899838803982;0;7
7899838803999;0;7
7899838804002;0;7
7899838804019;0;7
7899838804026;0;7
7899838804033;0;7
7899838804040;0;7
7899838804057;0;7
7899838804064;0;7
7899838804071;0;7
7899838801773;0;7
7899838801780;0;7
7899838802503;0;7
7899838803296;0;7
7899838803302;0;7
7899838803319;0;7
7899838803326;0;7
7899838803227;4192;7
7899838803234;11209;7
7899838803272;0;7
7899838803357;0;7
7899838803364;0;7
7899838803371;0;7
7899838803388;0;7
7899838804224;0;7
7899838804118;2132;7
7899838804125;9312;7
7899838803548;0;7
7899838803623;0;7
7899838803630;2485;7
7899838803647;0;7
7899838805009;0;7
7899838805078;0;7
7899838805085;0;7
7899838805115;0;7
7899838805122;0;7
7899838805146;0;7
7899838805153;0;7
7899838805191;0;7
7899838805207;0;7
7899838805214;0;7
7899838805221;0;7
7899838805238;0;7
7899838805245;0;7
7899838805252;0;7
7899838805269;0;7
7899838805320;0;7
7899838805337;0;7
7899838805375;0;7
7899838805801;4157;7
7899838806648;0;7
7899838806655;0;7
7899838806662;0;7
7899838806679;0;7
7899838809465;1784;7
7899838809472;1581;7
7899838809489;1024;7
7899838809502;0;7
7899838809519;0;7
7899838809526;0;7
7899838809694;0;7
7899838809700;0;7
7899838809717;0;7
7899838809731;0;7
7899838809755;0;7
7899838809762;0;7
7899838809779;0;7
7899838810096;0;7
7899838812434;0;7
7899838812441;0;7
7899838812458;0;7
7899838812472;0;7
7899838812489;0;7
7899838812496;0;7
7899838812502;3546;7
7899838812519;2680;7
7899838812571;0;7
7899838812588;0;7
7899838812595;0;7
7899838812601;0;7
7899838812618;0;7
7899838812731;0;7
7899838812748;0;7
7899838813141;0;7
7899838813158;0;7
7899838813189;0;7
7899838813196;0;7
7899838813202;0;7
7899838813219;0;7
7899838813226;0;7
7899838813233;0;7
7899838813240;0;7
7899838813264;0;7
7899838813363;0;7
7899838812892;0;7
7899838812908;0;7
7899838812915;0;7
7899838812922;0;7
7899838812939;0;7
7899838813370;0;7
7899838813387;0;7
7899838813394;0;7
7899838813400;0;7
7899838813417;0;7
7899838813431;0;7
7899838813448;0;7
7899838813455;0;7
7899838813592;0;7
7899838813608;0;7
7899838813691;0;7
7899838813707;2163;7
7899838814063;0;7
7899838814094;0;7
7899838814124;0;7
7899838814155;0;7
7899838814179;0;7
7899838814193;0;7
7899838814285;0;7
7899838814308;0;7
7899838814315;0;7
7899838814339;0;7
7899838814353;0;7
7899838814384;0;7
7899838814407;0;7
7899838814421;0;7
7899838814438;0;7
7899838814469;0;7
7899838814490;0;7
7899838814506;0;7
7899838814513;0;7
7899838814520;0;7
7899838814537;0;7
7899838814544;0;7
7899838814551;0;7
7899838814568;0;7
7899838814186;2347;7
7899838814209;2317;7
7899838814100;2865;7
7899838814223;3502;7
7899838814230;8017;7
7899838814070;0;7
7899838814087;1832;7
7899838814216;0;7
7899838814117;3048;7
7899838814131;3894;7
7899838814148;3325;7
7899838814162;2525;7
7899838814247;0;7
7899838814254;0;7
7899838814278;0;7
7899838814292;0;7
7899838814322;0;7
7899838814346;0;7
7899838814575;0;7
7899838814582;0;7
7899838814704;0;7
7899838814711;0;7
7899838814728;0;7
7899838814735;0;7
7899838814650;0;7
7899838814674;0;7
7899838814698;0;7
7899838815541;0;7
7899838815558;0;7
7899838815572;0;7
7899838815589;0;7
7899838815596;0;7
7899838815619;0;7
7899838815657;0;7
7899838815671;0;7
7899838811321;0;7
7899838811314;0;7
7899838811338;0;7
G252;0;6
18pt-qd;0;12
7899838802480;0;7
41632;0;2
41634;0;2
1330pt-qd;0;12
NSW011;2;2
BB300;0;15
1395GRV;0;8
7899826721229;935;10
7899826721212;61;10
7899826721205;995;10
7899826725210;2072;2
7899826725197;1382;10
7899826725203;2626;10
7899826725265;1895;10
7899826725272;1086;10
7899826725258;3887;2
8035PT;0;8
8140AZRL;0;8
8140CAP;0;8
8140CZRS;0;8
8140GR;0;8
8140PT;0;8
8140ROB;0;8
8140VD;0;8
4010GRE;0;8
4020VM;0;8
1410PTCZ;0;8
4060RS;0;8
8065PT;0;8
100010160028;0;20
100010160029;0;20
100130160013;0;20
NIM015;2;2
100130160014;0;20
NIV020;1;2
370840P;17;12
370840M;17;12
370840G;21;12
370840GG;23;12
370839P;21;12
370839M;23;12
370839G;27;12
370839GG;18;12
370837P;14;12
370837M;10;12
370837G;28;12
370837GG;18;12
AC255;0;7
BI002;1260;2
BI003;4736;2
BI004;0;7
BI005;456;2
BI006;2273;2
BI011;37115;2
BI012;6668;7
BI020;0;7
BI022;2093;7
BI023;0;7
BI024;0;7
BI025;0;7
BI026;0;7
BI027;0;7
BI028;0;7
BI029;361;7
BI030;0;7
BI031;11477;7
BI032;0;7
BI035;0;7
BI036;127;7
BI037;734;7
BI038;0;7
BI039;1334;7
BI040;1124;7
BI041;1522;7
BI042;1900;7
BI043;2752;7
BI049;7200;7
BI050;1547;2
BI051;0;7
BI052;0;7
BI053;931;7
BI054;4143;2
BI055;44137;7
BI056;2245;7
BI057;0;7
BI058;0;7
BI059;0;7
BI060;0;7
BI061;0;7
BI062;0;7
BI069;1160;7
BI070;2006;7
BI071;3175;7
BI072;1063;7
BI073;751;7
BI074;0;7
BI075;1600;7
BI076;1999;7
BI077;2682;2
BI078;617;7
BI079;1097;7
BI080;0;7
BI081;13922;2
BI082;4153;7
BI083;1017;7
BI084;5979;2
BI085;0;7
BI086;582;2
BI087;0;7
BI088;0;7
BI089;904;2
BI090;1208;7
BI091;0;7
BI095;2576;7
CP281G;0;7
ES002;931;7
ES046;0;7
ES047;0;7
ES048;0;7
ES049;74;7
ES050;1120;2
ES054;0;7
ES055;0;7
ES056;0;7
ES060;0;7
ES061;0;7
ES062;0;7
ES063;0;7
ES064;0;7
ES065;653;7
ES066;751;7
ES068;468;7
ES069;0;7
ES070;0;7
ES071;0;7
ES072;563;2
ES073;0;7
ES074;0;7
ES077;0;7
ES080;426;7
ES082;0;7
ES083;0;7
ES084;0;7
ES085;0;7
ES086;0;7
ES087;1;2
ES088;0;7
ES089;345;2
ES090;0;7
ES091;0;7
ES092;140;7
ES093;142;2
ES094;0;7
ES095;0;7
ES096;0;7
ES097;0;7
ES098;0;7
ES099;0;7
ES100;0;7
ES101;0;7
ES103;0;7
ES104;1703;7
ES105;2265;7
ES106;461;7
ES108;0;7
ES109;0;7
ES110;0;7
ES111;0;7
HC003;0;7
HC008;985;7
HC012;655;7
BI092;0;7
DC184;0;7
DC186;2609;7
ES102;0;7
ES107;0;7
7896777910085;0;20
039535UNICA;32;10
039545UNICA;0;10
090550UNICA;100;10
090560UNICA;39;10
090570UNICA;100;10
152440UNICA;100;10
200310CINZA;100;10
200310AZUL;100;10
200320AMARELO;63;10
200320PRETO;54;10
200330PRETO;100;10
200330CINZAEAZUL;44;10
200335PRETO;100;10
200335CINZAEAZUL;100;10
200350VERDE;39;10
200350CINZAEPRETO;69;10
250110UNICA;100;10
250120UNICA;100;10
250130UNICA;100;10
293010AZULECINZA;100;2
293010LARANJAECINZA;100;2
293020AZULECINZA;100;10
293020LARANJAECINZA;100;2
303180UNICA;64;10
303185UNICA;100;10
303190UNICA;0;10
308010UNICA;100;2
308020UNICA;100;10
320120UNICA;100;10
439046UNICA;78;2
547150CINZA;100;10
653615UNICA;16;10
654530UNICA;53;10
654535UNICA;100;10
700045VERDE;0;10
702150CINZA;0;10
702160CINZA;0;10
707160VERMELHO;69;10
720110AZUL;100;10
720110VERMELHO;100;10
720120PRETO;78;10
720120BRANCO;100;10
720150PRATA;55;10
720150TURQUESA;53;10
720160VERDE;100;10
720160AZUL;100;10
743141UNICA;35;2
743175UNICA;100;10
743690UNICA;79;10
750718UNICA;15;10
750760UNICA;13;10
800098PRETOECINZA;100;10
802010CINZAEAMARELO;0;10
802020CINZAEAMARELO;21;10
802030CINZAEAMARELO;0;10
803204LARANJA;0;10
900230UNICA;0;10
900805PRETO;0;10
901035UNICA;100;10
901041UNICA;6;2
901050UNICA;100;10
901055UNICA;100;10
901065UNICA;100;10
901190UNICA;100;10
903031UNICA;0;10
903040PRETO;6;10
904010UNICA;100;10
907020UNICA;100;10
S60203EGG;19;12
S60203G;0;12
S60303G;48;12
379629G;6;12
S60203GG;0;12
379528GG;0;12
S60303M;0;12
379528M;0;12
379629M;0;12
379629P;0;12
379629PP;0;12
S60108EGG;45;12
S60108G;29;12
377102G;0;12
S60108GG;23;2
353665M;0;12
S60108P;0;12
353665P;8;12
359230P;0;12
S10206G;0;12
S60206G;0;12
372277G;15;12
370845G;28;12
379769G;22;12
S10206GG;0;12
S60206GG;0;12
370845GG;9;12
372228GG;4;12
372277M;13;12
370845M;21;12
372228M;0;12
379769M;10;12
372277P;12;12
370845P;12;12
372228P;7;12
379769P;12;12
S10106PP;27;12
372277PP;7;12
379769PP;0;12
359285P;0;12
366273M;0;12
366273P;0;12
370989G;15;12
372227G;33;12
370848G;0;12
371100G;13;12
372227GG;12;12
370848GG;5;12
371100GG;9;12
370989M;11;12
372227M;36;12
370848M;5;12
371100M;0;12
370989P;7;12
372227P;14;12
370848P;8;12
371100P;6;12
370989PP;4;12
S70002EGG;0;12
S80002EGG;22;12
S60302G;0;12
S70202G;0;12
328958G;0;12
328920G;0;12
363397G;6;12
371195G;0;12
370978G;16;12
370843G;38;12
S70002GG;0;12
S70202GG;0;12
363382GG;4;12
371195GG;0;12
370843GG;22;12
370846GG;0;12
S10402M;0;2
329311M;0;12
353663M;0;12
328920M;0;12
371278G;0;12
370843M;22;12
S70202P;0;12
353663P;4;12
363382P;0;12
371195P;0;12
370978P;0;12
371278P;0;12
371278M;0;12
370843P;27;12
370846P;0;12
S10102PP;63;12
363397PP;0;12
370978PP;0;12
371278PP;0;12
379527G;0;12
379527GG;8;12
379527P;0;12
S20207G;0;12
S20207GG;0;12
S30307P;0;2
353666P;0;12
S10101PP;20;12
379628G;8;12
379628M;0;12
353667P;0;12
375005P;0;12
379628P;0;12
379628PP;0;12
374539G;0;12
379529G;0;12
374539GG;0;12
379529GG;8;12
374539M;0;12
379529M;0;12
374539P;0;12
379529P;0;12
S60109EGG;4;12
S60109GG;0;12
S60109M;0;12
S60109P;0;12
328921G;5;12
328921M;0;12
IXCR5105_C36;1;2
IXCR3045_21;0;30
IXCR3045_20;0;30
IXBE5104_C8;0;30
IXBE5103_C18;0;30
IXBE5103_C7;0;30
IXBE5103_C8;0;30
IXBA5077_AZ;0;30
IXBA3014_21;0;30
IXBA3014_20;0;30
IPBRCielo;0;30
IGOR0051Pink;0;30
IGOR0042prata;0;30
IGOD0075Black;0;30
IGOD0062Pink;0;30
IGOD0048Red;0;30
IGED1126Red;0;30
IAKBELBRNFPreta;0;30
35tcm-vd;0;12
1401zcl;0;12
7891437625668;68;2
7891437678961;82;10
7891437678978;61;10
7891437333310;606;10
7899826734120;950;10
7899826734137;704;10
7899826734113;334;10
7899826734151;759;10
7899826729454;2189;10
7899826734823;478;10
7899826734830;3620;10
7899826729447;1849;10
7899826734908;3019;10
7899826734915;797;10
7899826734922;1870;10
7891437890172;86;10
G281;0;6
G285;1;2
8140AAZ;0;8
1320GR;0;8
1320CNZ;0;8
7899826707001;55;10
7899826741630;0;10
7899826741227;313;10
7899826741234;362;10
SS80018;2;2
7898431493866;3;2
7899838811345;0;7
9788532530424;2;2
7899826738333;955;10
7899826738326;2902;10
7899826738319;4222;10
7899826739668;976;10
7899826739682;511;10
7899826739538;196;10
7899826739545;237;10
7899826739552;280;10
7899826739569;349;10
7899826739576;206;10
7899826739583;235;10
7899826739590;688;10
7899826739613;482;10
7899826739637;718;10
7899826739620;792;10
7899826739644;727;10
7899826739651;909;10
7899826740992;846;10
7899826741791;741;10
7899826739477;250;10
7899826739484;339;10
7899826739460;0;10
7899826739507;684;10
7899826739491;827;10
7899826739514;0;10
7899826739521;452;10
BI093;1033;7
BI094;703;7
BI096;0;7
BI097;174;7
BI098;0;7
BI100;639;7
CP465F;0;7
ES145;0;7
ES146;81;7
9788522012312;1;2
DC185;2299;7
D803PT;0;8
ESC200;1;2
7899826738135;1731;10
7899826738142;3767;10
7899826738159;4648;10
7899826738166;2930;10
7891437719602;540;10
7899826726477;267;10
1395PT;0;8
S60303EGG;0;12
S60303GG;8;12
S60303P;0;12
S60306EGG;6;12
S60306G;0;12
S60306GG;0;12
S60306M;0;12
S60302EGG;0;12
S60302GG;0;12
S70102EGG;16;12
S70102GG;0;12
S50002PP;0;12
S10306G;44;12
S10306GG;0;12
S10306M;31;12
S10306P;49;12
S10306PP;13;12
S10302G;17;12
S10302M;7;12
S10302P;25;12
S10302PP;8;12
S10301G;33;12
S10301GG;0;12
S10301M;21;12
S10301P;34;12
S10301PP;0;12
S10129PP;22;12
pro_005272;1;2
pro_005274;4;2
pro_008386;0;5
pro_008702;0;5
pro_008899;0;5
pro_008901;0;5
pro_008902;0;5
pro_008903;0;5
pro_008904;0;5
pro_008908;0;5
pro_008909;0;5
pro_008910;0;5
pro_008911;0;5
pro_008912;0;5
pro_008914;0;5
pro_008916;0;5
pro_008917;0;5
pro_008921;0;5
pro_008923;0;5
pro_008924;0;5
pro_008925;0;5
pro_008926;0;5
pro_008927;0;5
HA001089;1;6
29pt;0;12
CAX90232;247;30
CAX90234;0;30
CAX90224;160;30
IMP90748;0;30
IMP90749;0;30
CAX00204;0;30
CAX00203;0;30
IMP90334;65;30
IMP90273;197;30
IMP90991;0;30
IMP91148;0;30
IMP91227;0;30
IMP91228;0;30
IMP91229;0;30
CAX90166;0;30
CAX90165;0;30
CAX90167;0;30
CAX00205;0;30
CAX00206;0;30
IMP90889;0;30
IMP90890;0;30
IMP91238;0;30
IMP91239;0;30
IMP91088;0;30
IMP91087;0;30
IMP91086;0;30
IMP90898;0;30
IMP90899;0;30
IMP90900;0;30
IMP91128;0;30
IMP91130;0;30
IMP91131;30;30
7899826738203;68;10
7899826738210;271;10
7899826738227;380;2
7899826738234;402;2
7899826738241;140;10
7899826738173;478;10
7899826734878;1327;10
7899826734892;2586;10
110120026159;0;12
7899838803739;0;7
7899838803807;0;7
7899838803821;0;7
7899838803890;0;7
7899838809434;0;7
7899838814605;0;7
7899838814629;0;7
7899838816982;0;7
7899838816999;0;7
7899838817002;0;7
7899838817019;0;7
7899838817026;0;7
7899838817033;0;7
7899838817040;0;7
7899838817057;0;7
7899838817064;0;7
7899838817071;0;7
7899838817088;0;7
7899838817095;0;7
7899838817514;0;7
7899838817699;0;7
7899838817705;0;7
7899838817712;0;7
7899838817729;0;7
7899838817736;0;7
7899838817743;0;7
7899838817750;0;7
7899838817767;0;7
7899838817774;0;7
7899838817781;0;7
7899838817798;0;7
7899838817804;0;7
1345CZR;0;8
9100AZR;0;8
9100BG;0;8
9100CZ;2;2
9100CZR;0;8
9100ROB;0;8
BLSTEG7806R-057;0;6
G295;0;6
G303;0;6
40034;0;12
40035;0;12
40038;0;12
40039;0;12
40082;0;12
40083;0;12
40084;0;12
39473534;22;12
39473539;0;12
39473535;27;12
39473538;0;12
39473536;5;12
39473537;0;12
10412W;0;12
1385JNSV;0;8
750615BRANCOEPRETO;1;2
750615BRANCOEAZUL;97;2
750615CINZAEPRETO;0;10
750615BRANCOEVERMELHO;18;10
706195UNICA;100;10
900255UNICA;0;10
900235PRETO;0;10
903035UNICA;100;10
903050CAMUFLADO;100;10
653670UNICA;32;10
653680UNICA;41;10
230130VERDEECINZA;100;10
230130AZULELARANJA;100;10
903039PRETO;100;2
903039CAQUI;100;10
901039UNICA;100;10
901038UNICA;0;10
901052UNICA;100;10
745280UNICA;100;10
745255UNICA;100;10
903002UNICA;100;10
903005UNICA;0;10
900260CINZAESCURO;100;10
903042UNICA;100;2
903043PRETO;100;10
903044VERDE;100;10
903044CAQUI;100;10
903032UNICA;26;10
903010UNICA;100;10
903050CAQUI;78;10
903050VERDEOLIVA;100;10
903050PIXELDESERT;0;10
904030UNICA;0;10
901120UNICA;100;10
907040UNICA;100;10
907050UNICA;0;10
903045PRETO;100;10
903045VERDEOLIVA;0;10
909010PRETO;100;10
909020UNICA;100;10
909030PRETO;100;10
909040UNICA;100;10
909060UNICA;100;10
909070PRETO;100;10
909080UNICA;43;10
909090UNICA;100;10
903041PRETO;100;10
909050PRETO;100;10
291025UNICA;100;10
090580UNICA;100;10
700435VINHO;0;10
701010AZULEVERMELHO;0;10
702272VERDE;0;10
702274AZUL;0;10
702276VERMELHO;0;10
702292VERDE;0;10
702294AZUL;0;10
702296AZUL;0;10
702298CINZA;0;10
727020PRETO;26;10
750250ROXO;0;10
750250PRETO;0;10
750250AMARELO;0;10
750265PRETO;100;10
750267PRETO;35;10
750269PRETO;36;10
750275AMARELO;48;10
750275PRETO;31;10
750295AMARELO;0;10
750295PRETO;0;10
750295ROXO;0;10
750555UNICA;100;10
750560UNICA;0;10
750606PRETOEVERMELHO;0;10
750606AZUL;0;10
750607ROXO;0;10
750607PRETOEVERMELHO;0;10
750607AZUL;0;10
750625FLORES;0;10
750625BOLA;0;10
801060LARANJA;100;2
7891437678855;55;10
7899826738814;1609;2
7899826738807;2874;2
7891437890165;54;10
7899826739163;4147;10
7899826742507;2181;10
7899826742514;3592;2
7899826742316;8794;10
7899826742521;2238;10
1345AZM;0;8
BI099;0;7
BI101;0;7
BI102;0;7
BI103;0;7
BI104;94;7
BI105;0;7
BI106;0;7
BI107;0;7
BI108;275;7
BI109;62;7
BI110;0;7
BI111;0;7
BI112;309;2
BI113;353;7
BI114;0;7
BI115;0;7
BI116;0;7
BI117;0;7
BI118;0;7
BI121;0;7
BI125;1653;7
BI127;756;7
BI128;1067;7
BI129;1062;7
ES139;0;7
ES140;59;7
ES141;0;7
ES143;755;7
P9024;0;7
ES134;0;7
7060BG;0;8
39062343;0;12
39062344;0;12
39062345;0;12
39242543;0;12
39242544;0;12
39242545;0;12
39470044;0;12
39470045;0;12
110120026160;1;2
110120026161;0;12
110120026156;0;12
110120026157;0;12
110120026158;0;12
ES118;0;7
ES119;368;7
ES120;4835;7
ES121;2032;2
ES122;1737;7
ES123;0;7
ES124;2;2
ES125;226;7
ES126;669;7
ES127;510;7
ES128;2790;2
ES129;873;7
ES130;1217;2
ES131;428;7
ES132;787;2
ES133;275;2
005902;0;25
005867;0;25
004323;0;25
002208;0;25
002204;0;25
002203;0;25
015206;0;25
014261;0;25
014260;0;25
013952;0;25
013922;0;25
013890;0;25
011387;0;25
011870;0;25
016348;0;25
015512;0;25
017889;0;25
004017;0;25
006309;0;25
006305;0;25
006301;0;25
006260;0;25
006258;0;25
016861;0;25
016859;0;25
005111;0;25
005110;0;25
IXCA5101_C46;0;30
IXCA5101_C50;0;30
IXCA5102_C29;0;30
IXBE5110_C18;0;30
IXBE5110_C7;0;30
IXBE5110_C52;0;30
39054635;0;2
39054845;0;12
39068745;0;12
38309734;24;12
38309735;25;12
38309736;30;12
38309737;43;12
38309738;9;12
38309739;17;12
38310234;0;12
38310235;0;12
38310236;0;12
38310237;0;12
38310238;0;12
38310239;0;12
39240234;4;12
39240235;0;12
39240236;0;12
39240237;0;12
39240238;0;12
39240239;0;2
39240334;7;12
39240335;18;12
39240336;24;12
39240337;27;12
39240338;14;12
39240339;17;12
39242234;9;12
39242235;10;12
39242236;8;12
39242237;4;12
39242238;8;12
39242239;14;12
39343934;0;12
39343935;0;12
39343939;0;12
39466434;27;12
39466435;24;12
39466436;37;12
39466437;37;12
39466438;31;12
39466439;22;12
38115443;0;12
38115444;11;12
38115445;10;12
38313039;0;12
38313040;58;12
38313043;31;12
38313044;38;12
38313045;19;12
38313243;0;12
38313244;0;12
38313245;0;12
38313645;0;12
39225339;0;12
39225342;0;12
39225343;0;12
39225344;30;2
39225345;10;12
39239839;13;12
39239842;40;12
39239843;25;12
39239844;29;12
39239845;16;12
39239943;0;12
39239944;12;12
39239945;11;12
39240042;0;12
39240043;16;12
39240044;17;12
39240045;15;12
39240143;0;12
39240144;0;12
39240145;0;12
39203934;0;12
39203935;5;12
39203936;0;12
39203937;0;12
39203938;0;2
39203939;0;12
39345334;0;12
39345336;0;12
39345337;0;12
39345338;0;12
39345339;0;12
39470939;0;12
39470940;0;12
39470941;0;12
39470942;0;12
39470943;16;12
39470944;27;2
39470945;6;12
8181BGE;0;8
7891691001598;0;12
7891437333327;411;10
1008101600010000;0;20
39860935;0;12
39889845;0;12
1005GIR;0;8
1005JNS;0;8
1005PT;0;8
2081AZ;0;8
2081CPR;0;8
5080GR;0;8
9013BR;1;2
D804AZ;0;8
100100020105;0;15
7891437549377;1;2
7899826738128;192;10
PH111;0;7
SP141;0;7
SP157;0;7
PH127;0;7
PH099;0;7
PH107;0;7
SP234;0;7
SP241;0;7
SP235;80;7
SP230;724;7
SP223;0;7
SP233;0;7
PH215;5363;7
PH216;2125;7
PH217;2615;7
PH218;692;7
SP236;0;7
PH129;0;7
PH112;0;7
PH114;1789;7
PH113;3364;7
PH200;0;7
PH201;167;7
PH203;170;2
PH202;0;7
PH204;0;7
PH205;0;7
PH206;1021;7
PH207;1758;7
PH186;0;7
PH187;0;7
PH188;550;7
PH189;1191;7
PH190;625;7
PH191;0;7
PH100;0;7
PH185;186;7
PH081;4091;7
PH082;1527;7
PH083;1741;7
PH086;1309;7
PH087;5457;7
PH088;1755;7
PH089;2659;7
PH090;2062;7
PH115;7244;7
PH156;0;7
PH154;330;2
PH117;0;7
SP207;465;7
PH119;0;7
SP146;0;7
SP145;0;7
PH181;5946;7
PH182;635;7
PH183;0;7
PH184;303;7
PH159;4144;7
PH160;892;7
PH161;1246;7
PH162;2099;7
PH155;279;7
PH157;0;7
SP219;2419;7
SP191;0;7
SP192;0;7
SP222;2602;7
